Regional Economy,Statistic,Value,Footnote,Year,Unit of Measure,Sustainable Development Goal,ADB Country Code
Marshall Islands,8.2.1 – Annual Growth Rate of Real GDP per Employed Person,,,,%,8.2.1,RMI
"Micronesia, Federated States of",8.2.1 – Annual Growth Rate of Real GDP per Employed Person,,,,%,8.2.1,FSM
Mongolia,8.2.1 – Annual Growth Rate of Real GDP per Employed Person,0.33,,2022,%,8.2.1,MON
Myanmar,8.2.1 – Annual Growth Rate of Real GDP per Employed Person,3.8,,2020,%,8.2.1,MYA
Nauru,8.2.1 – Annual Growth Rate of Real GDP per Employed Person,,,,%,8.2.1,NAU
Nepal,8.2.1 – Annual Growth Rate of Real GDP per Employed Person,-0.48,,2022,%,8.2.1,NEP
Niue,8.2.1 – Annual Growth Rate of Real GDP per Employed Person,,,,%,8.2.1,NIU
Pakistan,8.2.1 – Annual Growth Rate of Real GDP per Employed Person,3.41,,2022,%,8.2.1,PAK
Palau,8.2.1 – Annual Growth Rate of Real GDP per Employed Person,,,,%,8.2.1,PLW
Papua New Guinea,8.2.1 – Annual Growth Rate of Real GDP per Employed Person,1.25,,2022,%,8.2.1,PNG
Philippines,8.2.1 – Annual Growth Rate of Real GDP per Employed Person,1.23,,2022,%,8.2.1,PHI
Samoa,8.2.1 – Annual Growth Rate of Real GDP per Employed Person,-6.45,,2022,%,8.2.1,SAM
Singapore,8.2.1 – Annual Growth Rate of Real GDP per Employed Person,2.77,,2022,%,8.2.1,SIN
Solomon Islands,8.2.1 – Annual Growth Rate of Real GDP per Employed Person,-6.2,,2022,%,8.2.1,SOL
Sri Lanka,8.2.1 – Annual Growth Rate of Real GDP per Employed Person,-6.21,,2022,%,8.2.1,SRI
"Taipei,China",8.2.1 – Annual Growth Rate of Real GDP per Employed Person,3.46,,2022,%,8.2.1,TAP
Tajikistan,8.2.1 – Annual Growth Rate of Real GDP per Employed Person,3.14,,2022,%,8.2.1,TAJ
Thailand,8.2.1 – Annual Growth Rate of Real GDP per Employed Person,2.95,,2022,%,8.2.1,THA
Timor-Leste,8.2.1 – Annual Growth Rate of Real GDP per Employed Person,-0.23,,2022,%,8.2.1,TIM
Tonga,8.2.1 – Annual Growth Rate of Real GDP per Employed Person,-2.87,,2022,%,8.2.1,TON
Turkmenistan,8.2.1 – Annual Growth Rate of Real GDP per Employed Person,-0.13,,2022,%,8.2.1,TKM
Tuvalu,8.2.1 – Annual Growth Rate of Real GDP per Employed Person,,,,%,8.2.1,TUV
Uzbekistan,8.2.1 – Annual Growth Rate of Real GDP per Employed Person,3.45,,2022,%,8.2.1,UZB
Vanuatu,8.2.1 – Annual Growth Rate of Real GDP per Employed Person,-1.39,,2022,%,8.2.1,VAN
Viet Nam,8.2.1 – Annual Growth Rate of Real GDP per Employed Person,4.76,,2022,%,8.2.1,VIE
Afghanistan,"8.5.2 – Unemployment Rate, by Sex, Female",,,,%,8.5.2,AFG
Armenia,"8.5.2 – Unemployment Rate, by Sex, Female",7.27,,2021,%,8.5.2,ARM
Azerbaijan,"8.5.2 – Unemployment Rate, by Sex, Female",7.03,,2021,%,8.5.2,AZE
Bangladesh,"8.5.2 – Unemployment Rate, by Sex, Female",6.68,,2017,%,8.5.2,BAN
Bhutan,"8.5.2 – Unemployment Rate, by Sex, Female",6.06,,2021,%,8.5.2,BHU
Brunei Darussalam,"8.5.2 – Unemployment Rate, by Sex, Female",6.42,,2021,%,8.5.2,BRU
Cambodia,"8.5.2 – Unemployment Rate, by Sex, Female",0.52,,2019,%,8.5.2,CAM
"China, People's Republic of","8.5.2 – Unemployment Rate, by Sex, Female",,,,%,8.5.2,PRC
Cook Islands,"8.5.2 – Unemployment Rate, by Sex, Female",0.9,,2019,%,8.5.2,COO
Fiji,"8.5.2 – Unemployment Rate, by Sex, Female",5.54,,2016,%,8.5.2,FIJ
Georgia,"8.5.2 – Unemployment Rate, by Sex, Female",10.21,,2020,%,8.5.2,GEO
"Hong Kong, China","8.5.2 – Unemployment Rate, by Sex, Female",4.22,,2021,%,8.5.2,HKG
India,"8.5.2 – Unemployment Rate, by Sex, Female",6.76,,2020,%,8.5.2,IND
Indonesia,"8.5.2 – Unemployment Rate, by Sex, Female",3.15,,2022,%,8.5.2,INO
Kazakhstan,"8.5.2 – Unemployment Rate, by Sex, Female",5.37,,2020,%,8.5.2,KAZ
Kiribati,"8.5.2 – Unemployment Rate, by Sex, Female",12.34,,2020,%,8.5.2,KIR
"Korea, Republic of","8.5.2 – Unemployment Rate, by Sex, Female",3.03,,2022,%,8.5.2,KOR
Kyrgyz Republic,"8.5.2 – Unemployment Rate, by Sex, Female",4.31,,2021,%,8.5.2,KGZ
Lao People's Democratic Republic,"8.5.2 – Unemployment Rate, by Sex, Female",2.75,,2017,%,8.5.2,LAO
Malaysia,"8.5.2 – Unemployment Rate, by Sex, Female",4.68,,2020,%,8.5.2,MAL
Maldives,"8.5.2 – Unemployment Rate, by Sex, Female",3.93,,2019,%,8.5.2,MLD
Marshall Islands,"8.5.2 – Unemployment Rate, by Sex, Female",4.28,,2019,%,8.5.2,RMI
"Micronesia, Federated States of","8.5.2 – Unemployment Rate, by Sex, Female",,,,%,8.5.2,FSM
Mongolia,"8.5.2 – Unemployment Rate, by Sex, Female",7.33,,2021,%,8.5.2,MON
Myanmar,"8.5.2 – Unemployment Rate, by Sex, Female",2.12,,2020,%,8.5.2,MYA
Nauru,"8.5.2 – Unemployment Rate, by Sex, Female",,,,%,8.5.2,NAU
Nepal,"8.5.2 – Unemployment Rate, by Sex, Female",12.02,,2017,%,8.5.2,NEP
Niue,"8.5.2 – Unemployment Rate, by Sex, Female",,,,%,8.5.2,NIU
Pakistan,"8.5.2 – Unemployment Rate, by Sex, Female",9.16,,2021,%,8.5.2,PAK
Palau,"8.5.2 – Unemployment Rate, by Sex, Female",1.04,,2020,%,8.5.2,PLW
Papua New Guinea,"8.5.2 – Unemployment Rate, by Sex, Female",,,,%,8.5.2,PNG
Philippines,"8.5.2 – Unemployment Rate, by Sex, Female",3.83,,2021,%,8.5.2,PHI
Samoa,"8.5.2 – Unemployment Rate, by Sex, Female",14.51,,2017,%,8.5.2,SAM
Singapore,"8.5.2 – Unemployment Rate, by Sex, Female",3.76,,2021,%,8.5.2,SIN
Solomon Islands,"8.5.2 – Unemployment Rate, by Sex, Female",,,,%,8.5.2,SOL
Sri Lanka,"8.5.2 – Unemployment Rate, by Sex, Female",8.18,,2020,%,8.5.2,SRI
"Taipei,China","8.5.2 – Unemployment Rate, by Sex, Female",3.76,,2020,%,8.5.2,TAP
Tajikistan,"8.5.2 – Unemployment Rate, by Sex, Female",5.5,,2016,%,8.5.2,TAJ
Thailand,"8.5.2 – Unemployment Rate, by Sex, Female",1.25,,2021,%,8.5.2,THA
Timor-Leste,"8.5.2 – Unemployment Rate, by Sex, Female",3,,2021,%,8.5.2,TIM
Tonga,"8.5.2 – Unemployment Rate, by Sex, Female",2.52,,2021,%,8.5.2,TON
Turkmenistan,"8.5.2 – Unemployment Rate, by Sex, Female",,,,%,8.5.2,TKM
Tuvalu,"8.5.2 – Unemployment Rate, by Sex, Female",16.22,,2016,%,8.5.2,TUV
Uzbekistan,"8.5.2 – Unemployment Rate, by Sex, Female",7.67,,2020,%,8.5.2,UZB
Vanuatu,"8.5.2 – Unemployment Rate, by Sex, Female",6.84,,2019,%,8.5.2,VAN
Viet Nam,"8.5.2 – Unemployment Rate, by Sex, Female",2.29,,2021,%,8.5.2,VIE
Afghanistan,"8.5.2 – Unemployment Rate, by Sex, Male",,,,%,8.5.2,AFG
Armenia,"8.5.2 – Unemployment Rate, by Sex, Male",12.98,,2021,%,8.5.2,ARM
Azerbaijan,"8.5.2 – Unemployment Rate, by Sex, Male",4.92,,2021,%,8.5.2,AZE
Bangladesh,"8.5.2 – Unemployment Rate, by Sex, Male",3.32,,2017,%,8.5.2,BAN
Bhutan,"8.5.2 – Unemployment Rate, by Sex, Male",3.62,,2021,%,8.5.2,BHU
Brunei Darussalam,"8.5.2 – Unemployment Rate, by Sex, Male",3.87,,2021,%,8.5.2,BRU
Cambodia,"8.5.2 – Unemployment Rate, by Sex, Male",0.48,,2019,%,8.5.2,CAM
"China, People's Republic of","8.5.2 – Unemployment Rate, by Sex, Male",,,,%,8.5.2,PRC
Cook Islands,"8.5.2 – Unemployment Rate, by Sex, Male",1.56,,2019,%,8.5.2,COO
Fiji,"8.5.2 – Unemployment Rate, by Sex, Male",3.7,,2016,%,8.5.2,FIJ
Georgia,"8.5.2 – Unemployment Rate, by Sex, Male",13.05,,2020,%,8.5.2,GEO
"Hong Kong, China","8.5.2 – Unemployment Rate, by Sex, Male",6.14,,2021,%,8.5.2,HKG
India,"8.5.2 – Unemployment Rate, by Sex, Male",8.24,,2020,%,8.5.2,IND
Indonesia,"8.5.2 – Unemployment Rate, by Sex, Male",3.66,,2022,%,8.5.2,INO
Kazakhstan,"8.5.2 – Unemployment Rate, by Sex, Male",4.43,,2020,%,8.5.2,KAZ
Kiribati,"8.5.2 – Unemployment Rate, by Sex, Male",9.9,,2020,%,8.5.2,KIR
"Korea, Republic of","8.5.2 – Unemployment Rate, by Sex, Male",2.72,,2022,%,8.5.2,KOR
Kyrgyz Republic,"8.5.2 – Unemployment Rate, by Sex, Male",3.95,,2021,%,8.5.2,KGZ
Lao People's Democratic Republic,"8.5.2 – Unemployment Rate, by Sex, Male",3.74,,2017,%,8.5.2,LAO
Malaysia,"8.5.2 – Unemployment Rate, by Sex, Male",4.45,,2020,%,8.5.2,MAL
Maldives,"8.5.2 – Unemployment Rate, by Sex, Male",5.03,,2019,%,8.5.2,MLD
Marshall Islands,"8.5.2 – Unemployment Rate, by Sex, Male",7.26,,2019,%,8.5.2,RMI
"Micronesia, Federated States of","8.5.2 – Unemployment Rate, by Sex, Male",,,,%,8.5.2,FSM
Mongolia,"8.5.2 – Unemployment Rate, by Sex, Male",8.12,,2021,%,8.5.2,MON
Myanmar,"8.5.2 – Unemployment Rate, by Sex, Male",1.03,,2020,%,8.5.2,MYA
Nauru,"8.5.2 – Unemployment Rate, by Sex, Male",,,,%,8.5.2,NAU
Nepal,"8.5.2 – Unemployment Rate, by Sex, Male",9.79,,2017,%,8.5.2,NEP
Niue,"8.5.2 – Unemployment Rate, by Sex, Male",,,,%,8.5.2,NIU
Pakistan,"8.5.2 – Unemployment Rate, by Sex, Male",5.49,,2021,%,8.5.2,PAK
Palau,"8.5.2 – Unemployment Rate, by Sex, Male",0.58,,2020,%,8.5.2,PLW
Papua New Guinea,"8.5.2 – Unemployment Rate, by Sex, Male",,,,%,8.5.2,PNG
Philippines,"8.5.2 – Unemployment Rate, by Sex, Male",3.13,,2021,%,8.5.2,PHI
Samoa,"8.5.2 – Unemployment Rate, by Sex, Male",6.31,,2017,%,8.5.2,SAM
Singapore,"8.5.2 – Unemployment Rate, by Sex, Male",3.34,,2021,%,8.5.2,SIN
Solomon Islands,"8.5.2 – Unemployment Rate, by Sex, Male",,,,%,8.5.2,SOL
Sri Lanka,"8.5.2 – Unemployment Rate, by Sex, Male",3.92,,2020,%,8.5.2,SRI
"Taipei,China","8.5.2 – Unemployment Rate, by Sex, Male",3.92,,2020,%,8.5.2,TAP
Tajikistan,"8.5.2 – Unemployment Rate, by Sex, Male",7.9,,2016,%,8.5.2,TAJ
Thailand,"8.5.2 – Unemployment Rate, by Sex, Male",1.19,,2021,%,8.5.2,THA
Timor-Leste,"8.5.2 – Unemployment Rate, by Sex, Male",1.9,,2021,%,8.5.2,TIM
Tonga,"8.5.2 – Unemployment Rate, by Sex, Male",1.77,,2021,%,8.5.2,TON
Turkmenistan,"8.5.2 – Unemployment Rate, by Sex, Male",,,,%,8.5.2,TKM
Tuvalu,"8.5.2 – Unemployment Rate, by Sex, Male",4.64,,2016,%,8.5.2,TUV
Uzbekistan,"8.5.2 – Unemployment Rate, by Sex, Male",3.94,,2020,%,8.5.2,UZB
Vanuatu,"8.5.2 – Unemployment Rate, by Sex, Male",4.27,,2019,%,8.5.2,VAN
Viet Nam,"8.5.2 – Unemployment Rate, by Sex, Male",2.47,,2021,%,8.5.2,VIE
Afghanistan,"8.5.2 – Unemployment Rate, by Sex, Total",,,,%,8.5.2,AFG
Armenia,"8.5.2 – Unemployment Rate, by Sex, Total",10.01,,2021,%,8.5.2,ARM
Azerbaijan,"8.5.2 – Unemployment Rate, by Sex, Total",5.95,,2021,%,8.5.2,AZE
Bangladesh,"8.5.2 – Unemployment Rate, by Sex, Total",4.37,,2017,%,8.5.2,BAN
Bhutan,"8.5.2 – Unemployment Rate, by Sex, Total",4.8,,2021,%,8.5.2,BHU
Brunei Darussalam,"8.5.2 – Unemployment Rate, by Sex, Total",4.91,,2021,%,8.5.2,BRU
Cambodia,"8.5.2 – Unemployment Rate, by Sex, Total",0.5,,2019,%,8.5.2,CAM
"China, People's Republic of","8.5.2 – Unemployment Rate, by Sex, Total",5.11,,2021,%,8.5.2,PRC
Cook Islands,"8.5.2 – Unemployment Rate, by Sex, Total",1.26,,2019,%,8.5.2,COO
Fiji,"8.5.2 – Unemployment Rate, by Sex, Total",4.32,,2016,%,8.5.2,FIJ
Georgia,"8.5.2 – Unemployment Rate, by Sex, Total",11.73,,2020,%,8.5.2,GEO
"Hong Kong, China","8.5.2 – Unemployment Rate, by Sex, Total",5.17,,2021,%,8.5.2,HKG
India,"8.5.2 – Unemployment Rate, by Sex, Total",7.86,,2020,%,8.5.2,IND
Indonesia,"8.5.2 – Unemployment Rate, by Sex, Total",3.46,,2022,%,8.5.2,INO
Kazakhstan,"8.5.2 – Unemployment Rate, by Sex, Total",4.89,,2020,%,8.5.2,KAZ
Kiribati,"8.5.2 – Unemployment Rate, by Sex, Total",10.97,,2020,%,8.5.2,KIR
"Korea, Republic of","8.5.2 – Unemployment Rate, by Sex, Total",2.86,,2022,%,8.5.2,KOR
Kyrgyz Republic,"8.5.2 – Unemployment Rate, by Sex, Total",4.1,,2021,%,8.5.2,KGZ
Lao People's Democratic Republic,"8.5.2 – Unemployment Rate, by Sex, Total",3.27,,2017,%,8.5.2,LAO
Malaysia,"8.5.2 – Unemployment Rate, by Sex, Total",4.54,,2020,%,8.5.2,MAL
Maldives,"8.5.2 – Unemployment Rate, by Sex, Total",4.56,,2019,%,8.5.2,MLD
Marshall Islands,"8.5.2 – Unemployment Rate, by Sex, Total",6.34,,2019,%,8.5.2,RMI
"Micronesia, Federated States of","8.5.2 – Unemployment Rate, by Sex, Total",,,,%,8.5.2,FSM
Mongolia,"8.5.2 – Unemployment Rate, by Sex, Total",7.75,,2021,%,8.5.2,MON
Myanmar,"8.5.2 – Unemployment Rate, by Sex, Total",1.48,,2020,%,8.5.2,MYA
Nauru,"8.5.2 – Unemployment Rate, by Sex, Total",,,,%,8.5.2,NAU
Nepal,"8.5.2 – Unemployment Rate, by Sex, Total",10.66,,2017,%,8.5.2,NEP
Niue,"8.5.2 – Unemployment Rate, by Sex, Total",,,,%,8.5.2,NIU
Pakistan,"8.5.2 – Unemployment Rate, by Sex, Total",6.34,,2021,%,8.5.2,PAK
Palau,"8.5.2 – Unemployment Rate, by Sex, Total",0.77,,2020,%,8.5.2,PLW
Papua New Guinea,"8.5.2 – Unemployment Rate, by Sex, Total",,,,%,8.5.2,PNG
Philippines,"8.5.2 – Unemployment Rate, by Sex, Total",3.4,,2021,%,8.5.2,PHI
Samoa,"8.5.2 – Unemployment Rate, by Sex, Total",9.4,,2017,%,8.5.2,SAM
Singapore,"8.5.2 – Unemployment Rate, by Sex, Total",3.54,,2021,%,8.5.2,SIN
Solomon Islands,"8.5.2 – Unemployment Rate, by Sex, Total",,,,%,8.5.2,SOL
Sri Lanka,"8.5.2 – Unemployment Rate, by Sex, Total",5.36,,2020,%,8.5.2,SRI
"Taipei,China","8.5.2 – Unemployment Rate, by Sex, Total",3.84,,2020,%,8.5.2,TAP
Tajikistan,"8.5.2 – Unemployment Rate, by Sex, Total",6.9,,2016,%,8.5.2,TAJ
Thailand,"8.5.2 – Unemployment Rate, by Sex, Total",1.21,,2021,%,8.5.2,THA
Timor-Leste,"8.5.2 – Unemployment Rate, by Sex, Total",2.34,,2021,%,8.5.2,TIM
Tonga,"8.5.2 – Unemployment Rate, by Sex, Total",2.11,,2021,%,8.5.2,TON
Turkmenistan,"8.5.2 – Unemployment Rate, by Sex, Total",,,,%,8.5.2,TKM
Tuvalu,"8.5.2 – Unemployment Rate, by Sex, Total",8.49,,2016,%,8.5.2,TUV
Uzbekistan,"8.5.2 – Unemployment Rate, by Sex, Total",5.29,,2020,%,8.5.2,UZB
Vanuatu,"8.5.2 – Unemployment Rate, by Sex, Total",5.44,,2019,%,8.5.2,VAN
Viet Nam,"8.5.2 – Unemployment Rate, by Sex, Total",2.38,,2021,%,8.5.2,VIE
Afghanistan,9.4.1 – Carbon Dioxide (CO2) Emissions,,,,Million Metric Tons,9.4.1,AFG
Armenia,9.4.1 – Carbon Dioxide (CO2) Emissions,6.333916,,2020,Million Metric Tons,9.4.1,ARM
Azerbaijan,9.4.1 – Carbon Dioxide (CO2) Emissions,32.92575,,2020,Million Metric Tons,9.4.1,AZE
Bangladesh,9.4.1 – Carbon Dioxide (CO2) Emissions,84.086349,,2020,Million Metric Tons,9.4.1,BAN
Bhutan,9.4.1 – Carbon Dioxide (CO2) Emissions,,,,Million Metric Tons,9.4.1,BHU
Brunei Darussalam,9.4.1 – Carbon Dioxide (CO2) Emissions,9.200562,,2020,Million Metric Tons,9.4.1,BRU
Cambodia,9.4.1 – Carbon Dioxide (CO2) Emissions,13.306812,,2020,Million Metric Tons,9.4.1,CAM
"China, People's Republic of",9.4.1 – Carbon Dioxide (CO2) Emissions,10081.33589,,2020,Million Metric Tons,9.4.1,PRC
Cook Islands,9.4.1 – Carbon Dioxide (CO2) Emissions,,,,Million Metric Tons,9.4.1,COO
Fiji,9.4.1 – Carbon Dioxide (CO2) Emissions,,,,Million Metric Tons,9.4.1,FIJ
Georgia,9.4.1 – Carbon Dioxide (CO2) Emissions,9.307487,,2020,Million Metric Tons,9.4.1,GEO
"Hong Kong, China",9.4.1 – Carbon Dioxide (CO2) Emissions,34.369618,,2020,Million Metric Tons,9.4.1,HKG
India,9.4.1 – Carbon Dioxide (CO2) Emissions,2074.955278,,2020,Million Metric Tons,9.4.1,IND
Indonesia,9.4.1 – Carbon Dioxide (CO2) Emissions,532.234807,,2020,Million Metric Tons,9.4.1,INO
Kazakhstan,9.4.1 – Carbon Dioxide (CO2) Emissions,204.370029,,2020,Million Metric Tons,9.4.1,KAZ
Kiribati,9.4.1 – Carbon Dioxide (CO2) Emissions,,,,Million Metric Tons,9.4.1,KIR
"Korea, Republic of",9.4.1 – Carbon Dioxide (CO2) Emissions,546.811779,,2020,Million Metric Tons,9.4.1,KOR
Kyrgyz Republic,9.4.1 – Carbon Dioxide (CO2) Emissions,8.19071,,2020,Million Metric Tons,9.4.1,KGZ
Lao People's Democratic Republic,9.4.1 – Carbon Dioxide (CO2) Emissions,16.827882,,2020,Million Metric Tons,9.4.1,LAO
Malaysia,9.4.1 – Carbon Dioxide (CO2) Emissions,229.114346,,2020,Million Metric Tons,9.4.1,MAL
Maldives,9.4.1 – Carbon Dioxide (CO2) Emissions,,,,Million Metric Tons,9.4.1,MLD
Marshall Islands,9.4.1 – Carbon Dioxide (CO2) Emissions,,,,Million Metric Tons,9.4.1,RMI
"Micronesia, Federated States of",9.4.1 – Carbon Dioxide (CO2) Emissions,,,,Million Metric Tons,9.4.1,FSM
Mongolia,9.4.1 – Carbon Dioxide (CO2) Emissions,20.661044,,2020,Million Metric Tons,9.4.1,MON
Myanmar,9.4.1 – Carbon Dioxide (CO2) Emissions,30.68861,,2020,Million Metric Tons,9.4.1,MYA
Nauru,9.4.1 – Carbon Dioxide (CO2) Emissions,,,,Million Metric Tons,9.4.1,NAU
Nepal,9.4.1 – Carbon Dioxide (CO2) Emissions,12.091174,,2020,Million Metric Tons,9.4.1,NEP
Niue,9.4.1 – Carbon Dioxide (CO2) Emissions,,,,Million Metric Tons,9.4.1,NIU
Pakistan,9.4.1 – Carbon Dioxide (CO2) Emissions,166.029749,,2020,Million Metric Tons,9.4.1,PAK
Palau,9.4.1 – Carbon Dioxide (CO2) Emissions,,,,Million Metric Tons,9.4.1,PLW
Papua New Guinea,9.4.1 – Carbon Dioxide (CO2) Emissions,,,,Million Metric Tons,9.4.1,PNG
Philippines,9.4.1 – Carbon Dioxide (CO2) Emissions,124.458982,,2020,Million Metric Tons,9.4.1,PHI
Samoa,9.4.1 – Carbon Dioxide (CO2) Emissions,,,,Million Metric Tons,9.4.1,SAM
Singapore,9.4.1 – Carbon Dioxide (CO2) Emissions,43.705045,,2020,Million Metric Tons,9.4.1,SIN
Solomon Islands,9.4.1 – Carbon Dioxide (CO2) Emissions,,,,Million Metric Tons,9.4.1,SOL
Sri Lanka,9.4.1 – Carbon Dioxide (CO2) Emissions,20.835322,,2020,Million Metric Tons,9.4.1,SRI
"Taipei,China",9.4.1 – Carbon Dioxide (CO2) Emissions,254.996406,,2020,Million Metric Tons,9.4.1,TAP
Tajikistan,9.4.1 – Carbon Dioxide (CO2) Emissions,7.254783,,2020,Million Metric Tons,9.4.1,TAJ
Thailand,9.4.1 – Carbon Dioxide (CO2) Emissions,242.973765,,2020,Million Metric Tons,9.4.1,THA
Timor-Leste,9.4.1 – Carbon Dioxide (CO2) Emissions,,,,Million Metric Tons,9.4.1,TIM
Tonga,9.4.1 – Carbon Dioxide (CO2) Emissions,,,,Million Metric Tons,9.4.1,TON
Turkmenistan,9.4.1 – Carbon Dioxide (CO2) Emissions,60.180322,,2020,Million Metric Tons,9.4.1,TKM
Tuvalu,9.4.1 – Carbon Dioxide (CO2) Emissions,,,,Million Metric Tons,9.4.1,TUV
Uzbekistan,9.4.1 – Carbon Dioxide (CO2) Emissions,109.603147,,2020,Million Metric Tons,9.4.1,UZB
Vanuatu,9.4.1 – Carbon Dioxide (CO2) Emissions,,,,Million Metric Tons,9.4.1,VAN
Viet Nam,9.4.1 – Carbon Dioxide (CO2) Emissions,293.920197,,2020,Million Metric Tons,9.4.1,VIE
Afghanistan,9.4.1 – Carbon Dioxide (CO2) Emissions,,,,Per Unit of GDP (PPP),9.4.1,AFG
Armenia,9.4.1 – Carbon Dioxide (CO2) Emissions,0.169,,2020,Per Unit of GDP (PPP),9.4.1,ARM
